gkg_record_id,date,source,document_url,headline,phase1_label,authoritative_label,previous_label,change_reason,policy_basis,notes,audit_version
20240124150000-1787,20240124150000,thehindu.com,https://www.thehindu.com/news/national/karnataka/mysuru-zoo-gets-another-gorilla-from-germany/article67773072.ece,Mysuru zoo gets another gorilla from Germany,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124151500-1282,20240124151500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stock-market-highlights-24-january-2024/article67768511.ece,"Share Market Highlights 24 January 2024: Sensex closes over 650 pts higher; Nifty above 21,450; Media stocks shine",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124153000-1662,20240124153000,pehub.com,https://www.pehub.com/enlightenment-capital-forms-new-intelligence-platform-realmone/,Enlightenment Capital forms new intelligence platform RealmOne,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124154500-1330,20240124154500,moneycontrol.com,https://www.moneycontrol.com/news/technology/inside-tech-mahindras-restructuring-game-plan-12119811.html,Inside Tech Mahindra's restructuring game plan,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124160000-846,20240124160000,opp.today,https://www.opp.today/health/6g-and-ai-pioneering-real-time-decision-making-for-a-digital-revolution/312462/,6G and AI: Pioneering Real-Time Decision Making for a Digital Revolution,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124161500-64,20240124161500,bilkulonline.com,https://bilkulonline.com/2024/01/24/tcs-gains-us-2-billion-in-brand-value-highest-value-growth-across-the-global-it-services-industry-for-the-year/,"TCS gains US$ 2 billion in Brand Value, highest value growth across the global IT Services Industry for the year",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124161500-2055,20240124161500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/diis-buy-big-while-fiis-continue-dumping-shares-gift-nifty-trades-flat-12120151.html,DIIs buy big while FIIs continue dumping shares; Gift Nifty trades flat,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124163000-1290,20240124163000,globenewswire.com,https://www.globenewswire.com/news-release/2024/01/24/2815672/0/en/Global-Clinical-Trial-Supply-Logistics-Market-Projects-Strong-Growth-with-Advanced-Services-and-Biologic-Drugs-Driving-Demand.html,Global Clinical Trial Supply & Logistics Market Projects,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124170000-T324,20240124170000,oneindia.com,https://hindi.oneindia.com/news/bangalore/first-driverless-train-has-been-shipped-from-china-for-bengalurus-electronic-city-metro-875901.html,"चीन से भेजी गई बेंगलुरु के लिए पहली ड्राइवरलेस मेट्रो ट्रेन, भारत में 3 महीने होगी टेस्टिंग, जानें कब तक आएगी?",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124173000-319,20240124173000,thehindubusinessline.com,https://www.thehindubusinessline.com/info-tech/infosys-advances-ai-footprint-at-australian-open/article67772443.ece,Infosys advances AI footprint at Australian Open - The Hindu BusinessLine,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240124174500-1957,20240124174500,livemint.com,https://www.livemint.com/market/stock-market-news/relief-finally-sebi-lifts-the-fpi-disclosure-overhang-on-market-11706105484691.html,"Relief, finally: Sebi lifts the FPI disclosure overhang on market",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124180000-447,20240124180000,globenewswire.com,https://www.globenewswire.com/news-release/2024/01/24/2815815/0/en/USA-IT-Service-Market-to-Reach-USD-592-43-Billion-by-2028-with-Swift-Growth-in-the-Healthcare-Sector.html,USA IT Service Market to Reach USD 592.43 Billion by 2028,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124181500-1827,20240124181500,yourstory.com,https://yourstory.com:443/enterprise-story/2024/01/tech-mahindra-net-profit-declines-by-61-percent,Tech Mahindra net profit declines by 61% in Q3,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124181500-1878,20240124181500,nearshoreamericas.com,https://nearshoreamericas.com/multinationals-wage-talent-war-for-their-captive-centers-in-india/,Multinationals Wage Talent War for their Captive Centers in India,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124191500-1084,20240124191500,yourstory.com,https://her.yourstory.com:443/enterprise-story/2024/01/tech-mahindra-net-profit-declines-by-61-percent,Tech Mahindra net profit declines by 61% in Q3,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124194500-1105,20240124194500,cnbc.com,https://www.cnbc.com/2024/01/24/why-japan-and-india-etfs-are-gaining-popularity-with-investors.html,Why Japan and India ETFs are gaining popularity with investors,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124201500-323,20240124201500,indiawest.com,https://indiawest.com/modi-has-a-chance-to-put-his-stamp-on-foreign-policy-will-he-take-it/,"Modi Has A Chance To Put His Stamp On Foreign Policy, Will He Take it?",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124201500-1982,20240124201500,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/adani-group-market-capitalisation-doubles-from-lows/articleshow/107124404.cms,Adani group market capitalisation doubles from lows | India Business News,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240124204500-21,20240124204500,yourstory.com,https://social.yourstory.com:443/enterprise-story/2024/01/tech-mahindra-net-profit-declines-by-61-percent,Tech Mahindra net profit declines by 61% in Q3,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125014500-284,20240125014500,thehindubusinessline.com,https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-january-25/article67772446.ece,"Day Trading Guide for January 25, 2024: Intraday supports, resistances for Nifty50 stocks",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125024500-243,20240125024500,indiatimes.com,https://economictimes.indiatimes.com/tech/technology/tech-mahindra-q3-profit-down-61-at-rs-510-crore-in-fy24/articleshow/107123492.cms,tech mahindra: Tech Mahindra Q3 profit down 61% at Rs 510 crore in FY24,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125033000-687,20240125033000,rediff.com,https://www.rediff.com/business/column/is-the-worst-over-for-it-industry/20240125.htm,Is The Worst Over For IT Industry?,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125033000-1153,20240125033000,moneycontrol.com,https://www.moneycontrol.com/news/technology/first-driverless-train-for-bengalurus-electronics-city-metro-shipped-from-china-12116521.html,First driverless train for Bengaluru's Electronics City Metro shipped from China,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125034500-528,20240125034500,indianewengland.com,https://indianewengland.com/modi-has-a-chance-to-put-his-stamp-on-foreign-policy-will-he-take-it/,"Modi has a chance to put his stamp on foreign policy, will he take it?",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125044500-362,20240125044500,businesstoday.in,https://www.businesstoday.in/markets/market-commentary/story/sensex-nifty-slip-in-opening-trade-lauras-labs-tech-mahindra-pnb-housing-down-up-to-6-414802-2024-01-25,"Sensex, Nifty slip in opening trade; Lauras Labs, Tech Mahindra & PNB Housing down up to 6%",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125051500-804,20240125051500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/fo-stocks-to-buy-today-infosys-power-grid-among-top-trading-ideas-for-25-january-2024/articleshow/107131226.cms,"F&O stocks to buy today: Infosys, Power Grid among top trading ideas for 25 January 2024",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Retail trading advice exclusion,Retail trading Q&A / options query,INFY_JAN2024_GROUND_TRUTH_V2
20240125051500-56,20240125051500,news18.com,https://www.news18.com/business/stock-market-updates-sensex-nifty-flat-in-early-trade-8753693.html,Stock Market Updates: Markets Fall In Early Trade Dragged By IT Stocks,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125051500-T1960,20240125051500,amarujala.com,https://www.amarujala.com/business/bazaar/sensex-opening-bell-share-market-opening-sensex-nifty-share-market-news-and-updates-2024-01-25,"Sensex Opening Bell Share Market Opening Sensex Nifty Share Market News And Updates - Amar Ujala Hindi News Live - Sensex Opening Bell:शेयर बाजार कमजोर; सेंसेक्स 150 अंक टूटा, निफ्टी 21450 के नीचे",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125054500-152,20240125054500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-25-january-2024/article67773490.ece,"Stock Market Live Updates 25 January 2024: Updates: Sensex slips below 71,000, Nifty struggles as global headwinds impact Indian markets",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125061500-T1359,20240125061500,livehindustan.com,https://www.livehindustan.com/business/story-stock-market-today-25-jan-2024-sensex-open-71022-points-these-share-in-focus-9245931.html,"Stock Market Today 25 Jan 2024 sensex open 71022 points these share in focus - शेयर बाजार में भूचाल: 700 अंक टूटा सेंसेक्स, 3 घंटे में ही निवेशकों के डूब गए ₹1.77 लाख करोड़ , Business News",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125061500-1063,20240125061500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/sensex-opens-200-pts-lower-nifty-hovers-around-21400-in-early-trade-amid-volatility/article67775189.ece,"Sensex opens 200 pts lower, Nifty hovers around 21,400 in early trade amid volatility",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125063000-154,20240125063000,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/stock-market-today-bse-sensex-nifty50-january-25-2024-bombay-stock-exchange-dalal-street-tech-mahindra/articleshow/107132954.cms,"Stock market today: BSE Sensex back in red, plunges 600 points; Nifty50 near 21,300",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125063000-965,20240125063000,theweek.in,https://www.theweek.in/news/biz-tech/2024/01/25/sensex-nifty-slump-in-early-trade-tech-mahindra-falls-nearly-4.html,"Sensex, Nifty slump in early trade; Tech Mahindra falls nearly 4%",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125063000-1384,20240125063000,theweek.in,https://www.theweek.in/wire-updates/business/2024/01/25/del9-biz-stocks-open.html,Markets fall in early trade dragged by IT stocks foreign fund outflows,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125063000-198,20240125063000,thehindu.com,https://www.thehindu.com/business/markets/sensex-updates-on-january-25-2024/article67775261.ece,"Markets declines 227 points in early trade dragged by IT stocks, foreign fund outflows",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125064500-1148,20240125064500,telegraphindia.com,https://www.telegraphindia.com/feeds/business/markets-fall-in-early-trade-dragged-by-it-stocks-foreign-fund-outflows/cid/1996063,"Stock market | Markets fall in early trade dragged by IT stocks, foreign fund outflows",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125070000-T681,20240125070000,vikatan.com,https://www.vikatan.com/lifestyle/travel/information-from-narayana-murthys-secret-to-success-in-air-travel,"``விமான பயணத்தில் இன்போசிஸ் நாராயணமூர்த்தி சொன்ன வெற்றி ரகசியம்..."" - இளைஞரின் வைரல் பதிவு!",NOT_RELEVANT,DIRECTLY_RELEVANT,NOT_RELEVANT,Reconciled from NOT_RELEVANT to DIRECTLY_RELEVANT under strict policy,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240125081500-1191,20240125081500,telegraphindia.com,https://www.telegraphindia.com/business/markets-fall-in-early-trade-dragged-by-it-stocks-foreign-fund-outflows/cid/1996063,"Stock market | Markets fall in early trade dragged by IT stocks, foreign fund outflows",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125081500-T1341,20240125081500,sharemanthan.in,https://www.sharemanthan.in/component/tags/tag/%E0%A4%A8%E0%A5%87%E0%A4%B6%E0%A4%A8%E0%A4%B2-%E0%A4%AB%E0%A4%B0%E0%A5%8D%E0%A4%9F%E0%A4%BF%E0%A4%B2%E0%A4%BE%E0%A4%87%E0%A4%9C%E0%A4%B0%E0%A5%8D%E0%A4%B8,नेशनल फर्टिलाइजर्स,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Document quality standard,Non-article URL (CMS tag/topic index page),INFY_JAN2024_GROUND_TRUTH_V2
20240125083000-677,20240125083000,india.com,https://zeenews.india.com/markets/markets-fall-in-early-trade-dragged-by-it-stocks-foreign-fund-outflows-2713692.html,"Markets Fall In Early Trade Dragged By IT Stocks, Foreign Fund Outflows",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125083000-224,20240125083000,invezz.com,https://invezz.com/news/2024/01/25/luxury-stocks-drag-the-cac-40-index-amid-chinas-6-trillion-wipeout/,Luxury stocks drag the CAC 40 index amid China's $6 trillion wipeout,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125091500-1087,20240125091500,livemint.com,https://www.livemint.com/market/stock-market-news/hcl-tech-vs-wipro-vs-tech-mahindra-what-should-investors-buy-after-q3-results-11706171103632.html,HCL Tech vs Wipro vs Tech Mahindra: What should investors buy after Q3 results?,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125093000-T594,20240125093000,loksatta.com,https://www.loksatta.com/business/market/stock-market-again-down-sensex-crashed-700-points-investors-lose-rs-1-77-lakh-crore-in-just-3-hours-vrd-88-4176644/,"शेअर बाजारात पुन्हा भूकंप; सेन्सेक्स ७०० अंकांनी कोसळला, अवघ्या ३ तासांत गुंतवणूकदारांचे १.७७ लाख कोटींचे नुकसान| stock market again down Sensex crashed 700 points investors lose Rs 1.77 lakh crore in just 3 hours",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125101500-283,20240125101500,govconwire.com,https://www.govconwire.com/2024/01/enlightenment-capital-unveils-cybersecurity-intelligence-platform-company/,"Enlightenment Capital Unveils Cybersecurity, Intelligence Platform Company",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125101500-834,20240125101500,livemint.com,https://www.livemint.com/market/mark-to-market/wait-for-turnaround-leaves-tech-mahindra-investors-jittery-11706171636243.html,Wait for turnaround leaves Tech Mahindra investors jittery,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125103000-1271,20240125103000,thelocal.se,https://www.thelocal.se/20240125/whats-on-the-agenda-for-sweden-india-relations-in-2024,What's on the agenda for Sweden-India relations in 2024?,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125111500-484,20240125111500,indianexpress.com,https://indianexpress.com/article/opinion/columns/bharat-ratna-karpoori-thakur-contribution-nation-building-greater-narasimha-rao-9127460/,Bharat Ratna: Was Karpoori Thakur's contribution to nation building greater than that of Narasimha Rao?,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125111500-T1148,20240125111500,khaskhabar.com,https://www.khaskhabar.com/local/rajasthan/barmer-news/news-ruma-devi-will-address-a-two-day-international-conference-in-abu-dhabi-news-hindi-1-614815-KKN.html,"Ruma Devi will address a two-day international conference in Abu Dhabi, Barmer News in Hindi",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125120000-1151,20240125120000,marketscreener.com,https://www.marketscreener.com/quote/stock/CYIENT-LIMITED-6493440/news/India-s-Cyient-misses-Q3-profit-view-narrows-guidance-for-largest-unit-45811724/,"India's Cyient misses Q3 profit view, narrows guidance for largest unit",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125120000-661,20240125120000,philstar.com,https://www.philstar.com/nation/2024/01/25/2328523/bontocs-rice-terraces-nominated-pilot-site-sustainable-farming-environmental-conservation,"Bontoc's rice terraces nominated pilot site for sustainable farming, environmental conservation",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125121500-820,20240125121500,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/sensex-declines-359-pts-on-selling-in-it-shares-foreign-fund-outflows/articleshow/107148016.cms,"Sensex declines 359 pts on selling in IT shares, foreign fund outflows",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125124500-1714,20240125124500,biztoc.com,https://biztoc.com/x/8875c5bfd9f72ddd,Indian Shares Close Lower. Tech Mahindra Slumps 6.1%,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125131500-1033,20240125131500,telegraphindia.com,https://www.telegraphindia.com/feeds/business/sensex-declines-359-points-to-settle-at-70700-nifty-falls-101-points-to-21352/cid/1996138,"Stock market | Sensex declines 359 points to settle at 70,700; Nifty falls 101 points to 21,352",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125131500-637,20240125131500,india.com,https://zeenews.india.com/markets/sensex-declines-359-pts-on-selling-in-it-shares-foreign-fund-outflows-2713993.html,"Sensex Declines 359 Pts On Selling In IT shares, Foreign Fund Outflows",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125131500-869,20240125131500,thehindu.com,https://www.thehindu.com/business/markets/sensex-declines-359-points-on-selling-in-it-shares-foreign-fund-outflows/article67776265.ece,"Sensex declines 359 points on selling in IT shares, foreign fund outflows",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125133000-1998,20240125133000,dailypolitical.com,https://www.dailypolitical.com/2024/01/25/signaturefd-llc-acquires-14028-shares-of-infosys-limited-nyseinfy.html,"Signaturefd LLC Acquires 14,028 Shares of Infosys Limited (NYSE:INFY)",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240125134500-1154,20240125134500,hindustantimes.com,https://www.hindustantimes.com/brand-stories/edforce-propels-indian-it-into-the-ai-frontier-with-proai-launch-101703689573665.html,edForce Propels Indian IT into the AI Frontier with ProAI Launch,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125141500-1080,20240125141500,yahoo.com,https://finance.yahoo.com/news/3-top-tech-stocks-could-133000855.html,3 Top Tech Stocks That Could Help Make You Rich by Retirement,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125144500-898,20240125144500,countercurrents.org,https://countercurrents.org/2024/01/meritocratic-elitism-or-tadpole-philosophy-illusion-of-success-in-hard-work/,Meritocratic Elitism Or Tadpole Philosophy- Illusion Of Success In Hard Work,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125150000-280,20240125150000,telegraphindia.com,https://www.telegraphindia.com/business/sensex-declines-359-points-to-settle-at-70700-nifty-falls-101-points-to-21352/cid/1996138,"Stock market | Sensex declines 359 points to settle at 70,700; Nifty falls 101 points to 21,352",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125150000-1511,20240125150000,indiatimes.com,https://economictimes.indiatimes.com/tech/startups/et-explainer-how-startups-can-benefit-from-listing-on-gift-ifsc-exchanges/articleshow/107151379.cms,GIFT-IFSC exchanges: ET Explainer: How startups can benefit from listing on GIFT-IFSC exchanges,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125153000-1027,20240125153000,marketscreener.com,https://www.marketscreener.com/quote/stock/INFORMATION-SERVICES-GROU-879237/news/Media-Firms-Shine-Spotlight-on-Retaining-Customers-45814138/,Media Firms Shine Spotlight on Retaining Customers,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125154500-2511,20240125154500,fortune.com,https://fortune.com/2024/01/25/aileen-lee-unicorns-unicorpses-why-its-hard-to-track-billion-dollar-startups/,"Aileen Lee, the VC who coined 'unicorns,' on why it's so hard to track billion dollar startups—and what she thinks of their dark cousins, 'unicorpses'",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125154500-1989,20240125154500,thehindu.com,https://www.thehindu.com/brandhub/top-20-best-digital-marketing-agencies-in-india-2024/article67776222.ece,Top 20 Best Digital Marketing Agencies In India 2024,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125154500-397,20240125154500,thehindu.com,https://www.thehindu.com/news/national/karnataka/gorilla-facility-launched-at-mysuru-zoo/article67777225.ece,Gorilla facility launched at Mysuru zoo,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125154500-438,20240125154500,fool.com,https://www.fool.com/investing/2024/01/25/3-top-tech-stocks-that-could-help-make-you-rich-by/?source=iedfolrf0000001,3 Top Tech Stocks That Could Help Make You Rich by Retirement,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125164500-1173,20240125164500,insidermonkey.com,https://www.insidermonkey.com/blog/24-least-developed-countries-in-asia-in-2024-1248847/,24 Least Developed Countries in Asia in 2024,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240125180000-399,20240125180000,lelezard.com,https://www.lelezard.com/en/news-21231906.html,Media Firms Shine Spotlight on Retaining Customers,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
