gkg_record_id,date,source,document_url,headline,retrieval_bucket,human_label,notes
20240118091500-963,20240118091500,webindia123.com,https://news.webindia123.com/news/Articles/Business/20240118/4160011.html,ThoughtFocus Appoints Santhosh Ananthakrishnan as the Chief Business Officer,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118100000-637,20240118100000,aninews.in,https://aninews.in/news/business/business/thoughtfocus-appoints-santhosh-ananthakrishnan-as-the-chief-business-officer20240118122153/,ThoughtFocus Appoints Santhosh Ananthakrishnan as the Chief Business Officer,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118104500-751,20240118104500,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/tata-consultancy-services-world-most-valuable-it-services-brands-accenture-infosys-wipro-check-top-10-list/articleshow/106955591.cms,Tata Consultancy Services is world's 2nd most valuable IT services brand; where does Infosys rank? Check Top 10 list,NARROW_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240118110000-406,20240118110000,globenewswire.com,https://www.globenewswire.com/news-release/2024/01/18/2811334/0/en/Analysis-of-the-40B-Global-Healthcare-Payer-Solutions-Market-2018-2023-and-2024-2033-Unveiling-Trends-in-Telemedicine-Data-Security-and-Value-based-Payment-Models.html,Analysis of the $40B+ Global Healthcare Payer Solutions,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118111500-724,20240118111500,business-standard.com,https://www.business-standard.com/content/press-releases-ani/thoughtfocus-appoints-santhosh-ananthakrishnan-as-the-chief-business-officer-124011800417_1.html,ThoughtFocus Appoints Santhosh Ananthakrishnan as the Chief Business Officer,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118120000-623,20240118120000,indiatimes.com,https://telecom.economictimes.indiatimes.com/news/industry/bsnl-customers-leave-due-to-delay-in-4g-network-deployment-employee-group/106955520,"BSNL customers leave due to delay in TCS-backed 4G network: Employee group, ET Telecom",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240118120000-113,20240118120000,theweek.in,https://www.theweek.in/wire-updates/business/2024/01/18/dcm52-harpercollins-publishers-india.html,HarperCollins is proud to announce the publication of The Scrapper's Way Making it Big in an Unequal World by Damodar Padhi,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118120000-255,20240118120000,theweek.in,https://www.theweek.in/wire-updates/business/2024/01/17/del36-biz-stocks-close.html,Stock markets in free-fall Sensex tanks 1 628 pts on sharp losses in banking oil shares,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118121500-338,20240118121500,siasat.com,https://www.siasat.com/wef-tata-group-promises-major-new-investments-for-telangana-2959097/,WEF: Tata Group promises major new investments for Telangana,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118121500-888,20240118121500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-62/articleshow/106960209.cms,Indices: Stock market update: Nifty IT index falls 0.62%,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118121500-643,20240118121500,news18.com,https://www.news18.com/business/tcs-ceo-says-65-employees-working-from-office-3-5-days-a-week-details-here-8745089.html,TCS CEO Says 65% Employees Working From Office 3-5 Days A Week; Details Here,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240118124500-T501,20240118124500,interfax.ru,https://www.interfax.ru/business/940846,Акции TCS Group после редомициляции будут торговаться на Мосбирже,BROAD_ONLY,NOT_RELEVANT,Foreign corporate/sports entity collision
20240118130000-113,20240118130000,marketscreener.com,https://www.marketscreener.com/quote/stock/TATA-TECHNOLOGIES-LIMITED-155430265/news/India-s-Tata-Technologies-to-invest-1-8-billion-in-Telangana-state-45766494/,India's Tata Technologies to invest $1.8 billion in Telangana state,NARROW_ONLY,NOT_RELEVANT,Standalone other Tata Group company
20240118130000-1529,20240118130000,aninews.in,https://www.aninews.in/news/business/business/harpercollins-is-proud-to-announce-the-publication-of-the-scrappers-way-making-it-big-in-an-unequal-world-by-damodar-padhi20240118162721/,HarperCollins is proud to announce the publication of The Scrapper's Way: Making it Big in an Unequal World by Damodar Padhi,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118130000-877,20240118130000,streetinsider.com,https://www.streetinsider.com/Reuters/Indias+Tata+Technologies+to+invest+$1.8+billion+in+Telangana+state/22644016.html,India's Tata Technologies to invest $1.8 billion in Telangana state,NARROW_ONLY,NOT_RELEVANT,Standalone other Tata Group company
20240118131500-1638,20240118131500,aninews.in,https://aninews.in/news/business/business/harpercollins-is-proud-to-announce-the-publication-of-the-scrappers-way-making-it-big-in-an-unequal-world-by-damodar-padhi20240118162721/,HarperCollins is proud to announce the publication of The Scrapper's Way: Making it Big in an Unequal World by Damodar Padhi,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118131500-327,20240118131500,yahoo.com,https://finance.yahoo.com/news/indias-tata-technologies-invest-1-123431290.html,India's Tata Technologies to invest $1.8 billion in Telangana state,NARROW_ONLY,NOT_RELEVANT,Standalone other Tata Group company
20240118131500-T194,20240118131500,tass.ru,https://tass.ru/ekonomika/19762375,TCS Group после перерегистрации в РФ планирует листинг только на Мосбирже,BROAD_ONLY,NOT_RELEVANT,Foreign corporate/sports entity collision
20240118133000-801,20240118133000,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2024-01/61170967-on24-recognizes-2023-s-leaders-in-digital-engagement-004.htm,ON24 Recognizes 2023's Leaders in Digital Engagement,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118133000-1332,20240118133000,marketscreener.com,https://www.marketscreener.com/quote/stock/ON24-INC-118501088/news/ON24-Recognizes-2023-s-Leaders-in-Digital-Engagement-45766809/,"ON24 Recognizes 2023's Leaders in Digital Engagement -January 18, 2024 at 08:03 am EST",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118133000-1033,20240118133000,seekingalpha.com,https://seekingalpha.com/article/4663498-infosys-quality-large-cap-levered-to-it-spending-recovery,Infosys: Quality Large-Cap Levered To An IT Spending Recovery (NYSE:INFY),NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118134500-632,20240118134500,indiatimes.com,https://economictimes.indiatimes.com/industry/cons-products/electronics/tata-technologies-to-invest-1-8-bln-in-telangana-state/articleshow/106962669.cms,Tata Technologies to invest $1.8 bln in Telangana state,NARROW_ONLY,NOT_RELEVANT,Standalone other Tata Group company
20240118134500-847,20240118134500,thehindu.com,https://www.thehindu.com/news/national/telangana/tata-technologies-to-invest-1500-cr-for-setting-up-advanced-skilling-centres-in-telangana/article67752147.ece,"Tata Technologies to invest ₹1,500 cr. for setting up advanced skilling centres in Telangana",NARROW_ONLY,NOT_RELEVANT,Standalone other Tata Group company
20240118141500-1607,20240118141500,thehindu.com,https://www.thehindu.com/news/cities/Hyderabad/london-stock-exchange-group-opens-tech-coe-to-ramp-up-hiring/article67752336.ece,"London Stock Exchange Group opens Tech CoE, to ramp up hiring",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118143000-209,20240118143000,deccanchronicle.com,https://www.deccanchronicle.com/world/europe/tata-group-explores-growth-opportunities-in-telangana-with-chief-minister-revanth-878984,Tata Group Explores Growth Opportunities in Telangana with Chief Minister Revanth,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118143000-605,20240118143000,webindia123.com,https://news.webindia123.com/news/Articles/Business/20240118/4160160.html,HarperCollins is proud to announce the publication of The Scrapper's Way: Making it Big in an Unequal World by Damodar Padhi,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118151500-2068,20240118151500,saltwire.com,https://www.saltwire.com/prince-edward-island/business/indias-tata-technologies-to-invest-18-billion-in-telangana-state-100929955/,India's Tata Technologies to invest $1.8 billion in Telangana state,NARROW_ONLY,NOT_RELEVANT,Standalone other Tata Group company
20240118151500-990,20240118151500,eagletribune.com,https://www.eagletribune.com/region/on24-recognizes-2023-s-leaders-in-digital-engagement/article_f471b2c2-591f-5598-9032-bb1ea29b9b08.html,ON24 Recognizes 2023's Leaders in Digital Engagement | Region,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118161500-T2110,20240118161500,abnews.ru,https://abnews.ru/news/2024/1/18/tcs-group-sohranit-listing-na-mosbirzhe-posle-redomiczilyaczii,TCS Group сохранит листинг на Мосбирже,BROAD_ONLY,NOT_RELEVANT,Foreign corporate/sports entity collision
20240118173000-1181,20240118173000,jagranjosh.com,https://www.jagranjosh.com/articles/school-assembly-news-headlines-today-19-january-2024-ind-vs-afg-t20-iran-pakistan-strikes-israel-hamas-war-1705589062-1,"School Assembly News Headlines For 19 January: India vs Afghanistan T20, Iran-Pakistan Strikes & Israel-Gaza Attacks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118173000-617,20240118173000,lelezard.com,https://www.lelezard.com/en/news-21222561.html,ON24 Recognizes 2023's Leaders in Digital Engagement,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118173000-T499,20240118173000,kommersant.ru,https://www.kommersant.ru/doc/6456026,TCS Group после перерегистрации в Россию сохранит листинг только на Мосбирже,BROAD_ONLY,NOT_RELEVANT,Foreign corporate/sports entity collision
20240118191500-832,20240118191500,readwrite.com,https://readwrite.com/indias-big-four-services-giants-soar-on-demand-for-ai/,"Indian IT giants HCL, Infosys, TCS and Wipro prosper on demand for AI",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240118193000-1438,20240118193000,moneylife.in,https://www.moneylife.in/article/mca-leaked-personal-data-of-indias-richest-people-and-company-directors-says-security-expert/73167.html,"MCA Leaked Personal Data of India's Richest People and Company Directors, Says Security Expert",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118213000-348,20240118213000,businessworld.in,https://www.businessworld.in/article/Tata-Technologies-To-Invest-Rs-15-000-Cr-In-Telangana/19-01-2024-506786/,Tata Technologies To Invest Rs 15 000 Cr In Telangana - BW Businessworld,NARROW_ONLY,NOT_RELEVANT,Standalone other Tata Group company
20240118214500-717,20240118214500,trussvilletribune.com,https://www.trussvilletribune.com/2024/01/18/martin-gives-state-of-schools-address-proposes-12-9-mill-increase-to-help-with-tcs-growth/,"Martin gives State of Schools Address, proposes 12.9 mill increase to help with TCS growth",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240118223000-776,20240118223000,indiablooms.com,https://www.indiablooms.com/finance-details/19787/tata-group-promises-major-new-investments-expansion-plans-in-telangana.html,"Tata Group promises major new investments, expansion plans in Telangana | Indiablooms - First Portal on Digital News Management",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118233000-1474,20240118233000,tmcnet.com,https://www.tmcnet.com/usubmit/2024/01/18/9949028.htm,"Global Enterprise and Industrial Autonomy Market Report 2023-2028, Featuring ABB, Rockwell Automation, Stratasys, Pick-IT, OnRobot, Honeywell, QinetiQ, Renishaw, TIBCO Software & Many More",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240118234500-1174,20240118234500,financialexpress.com,https://www.financialexpress.com/business/industry-two-thirds-staff-coming-to-office-3-5-days-a-week-tcs-ceo-3368651/,Two-thirds staff coming to office 3-5 days a week: TCS CEO,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240118234500-726,20240118234500,prnewswire.com,https://www.prnewswire.com/news-releases/global-enterprise-and-industrial-autonomy-market-report-2023-2028-featuring-abb-rockwell-automation-stratasys-pick-it-onrobot-honeywell-qinetiq-renishaw-tibco-software--many-more-302038477.html,"Global Enterprise and Industrial Autonomy Market Report 2023-2028, Featuring ABB, Rockwell Automation, Stratasys, Pick-IT, OnRobot, Honeywell, QinetiQ, Renishaw, TIBCO Software & Many More",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119020000-1170,20240119020000,modernreaders.com,https://www.modernreaders.com/news/2024/01/19/the-container-store-group-nysetcs-stock-price-passes-below-two-hundred-day-moving-average-of-2-32.html,The Container Store Group (NYSE:TCS) Stock Price Passes Below Two Hundred Day Moving Average of $2.32,BROAD_ONLY,NOT_RELEVANT,Foreign corporate/sports entity collision
20240119023000-1047,20240119023000,indiatimes.com,https://timesofindia.indiatimes.com/gadgets-news/tcs-named-top-employer-in-europe-these-are-the-12-european-countries-where-it-gets-the-title/articleshow/106971419.cms,TCS named top employer in Europe; these are the 12 European countries where it gets the title |,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240119033000-1020,20240119033000,businesstoday.in,https://www.businesstoday.in/markets/stocks/story/tcs-hcl-technologies-shares-to-turn-ex-dividend-today-key-details-414029-2024-01-19,"TCS, HCL Technologies shares to turn ex-dividend today. Key details",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240119044500-637,20240119044500,businesstoday.in,https://www.businesstoday.in/markets/stock-picks/story/stocks-to-watch-out-for-today-tcs-metro-brands-ril-indian-bank-and-more-414039-2024-01-19,"Stocks to watch out for today: TCS, Metro Brands, RIL, Indian Bank and more",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240119044500-291,20240119044500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-19-january-2024/article67752291.ece,"Stock Market Live Updates: Sensex and Nifty rebound after three-day slump, tracking Asian gains",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119053000-T2024,20240119053000,prabhasakshi.com,https://www.prabhasakshi.com/business/sensex-jumped-by-600-points-in-stock-market-hdfc-bank-shares-also-rose,"Stock Market में सप्ताह के अंतिम दिन Sensex में 600 अंकों का उछाल, HDFC Bank के शेयर भी उठे",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119054500-403,20240119054500,theweek.in,https://www.theweek.in/wire-updates/business/2024/01/19/del6-biz-stocks-open.html,Markets rebound in early trade after three days of fall,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119054500-1198,20240119054500,india.com,https://zeenews.india.com/markets/markets-rebound-in-early-trade-after-three-days-of-fall-2711166.html,Markets Rebound In Early Trade After Three Days Of Fall,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119054500-774,20240119054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-6-in-an-upbeat-market/articleshow/106976649.cms,Indices: Stock market update: Nifty IT index advances 0.6% in an upbeat market,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119060000-616,20240119060000,news18.com,https://www.news18.com/business/stocks-to-watch-reliance-tcs-sbi-paytm-wipro-rec-nhpc-others-8745872.html,"Stocks To Watch: Reliance, TCS, SBI, Paytm, Wipro, REC, NHPC & Others",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240119060000-905,20240119060000,news18.com,https://www.news18.com/business/stock-market-updates-today-india-sensex-nifty50-live-8745881.html,"Stock Market Updates: Sensex Jumps 600 Pts, Nifty Trades Above 21,600",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119061500-999,20240119061500,latestly.com,https://www.latestly.com/agency-news/india-news-markets-rebound-in-early-trade-after-three-days-of-fall-5704297.html,India News | Markets Rebound in Early Trade After Three Days of Fall,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119061500-747,20240119061500,thehindu.com,https://www.thehindu.com/business/markets/sensex-updates-on-january-19-2024/article67755021.ece,Markets rebound in early trade after three days of fall,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119063000-T2176,20240119063000,punjabkesari.in,https://www.punjabkesari.in/national/news/stock-market-open-hdfc-bank-share-tata-motors-tata-steel-1930518,"भारी गिरावट के बाद आज सेंसेक्स-निफ्टी ने लगाई छलांग, Sensex 600 अंक भागा - stock market open hdfc bank share tata motors tata steel",NARROW_ONLY,NOT_RELEVANT,Standalone other Tata Group company
20240119064500-T1207,20240119064500,libero.pe,https://libero.pe/futbol-internacional/2024/01/18/inter-miami-vs-salvador-en-vivo-lionel-messi-luis-suarez-via-apple-tv-canal-4-tcs-go-cuando-juega-horario-canal-donde-ver-partido-hoy-lbev-419076,"Inter Miami vs El Salvador EN VIVO con Lionel Messi y Luis Suárez vía Apple TV, Canal 4 y TCS GO: cuándo juega, horario, canal dónde ver partido hoy",BROAD_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119064500-T1239,20240119064500,libero.pe,https://libero.pe:443/futbol-internacional/2024/01/18/inter-miami-vs-salvador-en-vivo-lionel-messi-luis-suarez-via-apple-tv-canal-4-tcs-go-cuando-juega-horario-canal-donde-ver-partido-hoy-lbev-419076,"Inter Miami vs El Salvador EN VIVO con Lionel Messi y Luis Suárez vía Apple TV, Canal 4 y TCS GO: cuándo juega, horario, canal dónde ver partido hoy",BROAD_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119073000-510,20240119073000,telegraphindia.com,https://www.telegraphindia.com/business/sensex-jumps-657-points-to-71844-in-early-trade-nifty-climbs-194-points-to-21657/cid/1994810,"Stock market | Sensex jumps 657 points to 71,844 in early trade; Nifty climbs 194 points to 21,657",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119074500-1006,20240119074500,telegraphindia.com,https://www.telegraphindia.com/feeds/business/sensex-jumps-657-points-to-71844-in-early-trade-nifty-climbs-194-points-to-21657/cid/1994810,"Stock market | Sensex jumps 657 points to 71,844 in early trade; Nifty climbs 194 points to 21,657",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119080000-846,20240119080000,prokerala.com,https://www.prokerala.com/news/articles/a1498249.html,"Tata, Uber plan to expand operations in Telangana",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119083000-187,20240119083000,news18.com,https://www.news18.com/business/tcs-top-employer-in-europe-12th-consecutive-time-to-top-the-list-8746214.html,"TCS Top Employer In Europe, 12th Consecutive Time To Top The List",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240119084500-110,20240119084500,trak.in,https://trak.in/stories/12000-employees-either-resigned-or-fired-from-tcs-in-last-180-days-is-ai-the-main-reason-tcs-ceo-reveals-the-reasons/,"12,000 Employees Either Resigned Or Fired From TCS In Last 180 Days: Is AI The Main Reason? TCS CEO Reveals The Reasons.. - Trak.in",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240119091500-332,20240119091500,dailypioneer.com,https://www.dailypioneer.com/2024/business/markets-rebound-in-early-trade-after-three-days-of-fall.html,Markets rebound in early trade after three days of fall,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119093000-970,20240119093000,timesnownews.com,https://www.timesnownews.com/business-economy/markets/tata-consumer-share-price-target-should-you-buy-stock-after-rs-6500-cr-fundraise-announcement-article-106981017,"TCS Share Price: Tata Consumer Share Price Target: Should You Buy Stock After Rs 6,500 Cr Fundraise Announcement?",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240119094500-T700,20240119094500,khaskhabar.com,https://www.khaskhabar.com/local/telangana/hyderabad-news/automobile-news-tata-uber-plan-to-expand-operations-in-telangana-news-hindi-1-613504-KKN.html,"Tata, Uber plan to expand operations in Telangana, Hyderabad News in Hindi",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119111500-583,20240119111500,outlookindia.com,https://business.outlookindia.com/markets/stocks-to-watch-indusind-bank-tcs-wipro-others-in-news,"Stocks To Watch: IndusInd Bank, TCS, Wipro, Others In News",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240119113000-351,20240119113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-92/articleshow/106988906.cms,Indices: Stock market update: Nifty IT index advances 0.92%,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119121500-620,20240119121500,indiatimes.com,https://timesofindia.indiatimes.com/spotlight/iim-kozhikodes-professional-certificate-programme-in-product-management/articleshow/106988897.cms,IIM Kozhikode's Professional Certificate Programme in Product Management,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119121500-T1142,20240119121500,loksatta.com,https://www.loksatta.com/business/market/after-three-days-of-decline-the-stock-market-has-now-recovered-increasing-the-wealth-of-investors-by-rs-4-lakh-crore-vrd-88-4166833/,"तीन दिवसांच्या घसरणीनंतर आता शेअर बाजार सावरला, गुंतवणूकदारांच्या संपत्तीत ४ लाख कोटींची वाढ| After three days of decline the stock market has now recovered, increasing the wealth of investors by Rs 4 lakh crore",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119131500-1187,20240119131500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stock-market-highlights-19-january-2024/article67752291.ece,"Share Market Highlights 19 January 2024: Indices rebound after three-day slump; Nifty settles above 21,600",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119131500-797,20240119131500,biztoc.com,https://biztoc.com/x/3941ad1d6a7ed166,"Indian Shares Rise, Ending Three-Session Losing Streak",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119141500-1265,20240119141500,yahoo.com,https://news.yahoo.com/davos-ai-excitement-persists-fears-133636137.html,"In Davos, AI excitement persists but fears over managing risks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119143000-1214,20240119143000,barrons.com,https://www.barrons.com/news/in-davos-ai-excitement-persists-but-fears-over-managing-risks-25579e3a,"In Davos, AI Excitement Persists But Fears Over Managing Risks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119143000-288,20240119143000,ibtimes.com,https://www.ibtimes.com/davos-ai-excitement-persists-fears-over-managing-risks-3722506,"In Davos, AI Excitement Persists But Fears Over Managing Risks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119151500-399,20240119151500,digitaljournal.com,https://www.digitaljournal.com/tech-science/in-davos-ai-excitement-persists-but-fears-over-managing-risks/article,"In Davos, AI excitement persists but fears over managing risks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119151500-1021,20240119151500,mdjonline.com,https://www.mdjonline.com/neighbor_newspapers/news/national/in-davos-ai-excitement-persists-but-fears-over-managing-risks/article_3b68a702-9ae8-54e8-84f3-a1629e63c8c6.html,"In Davos, AI excitement persists but fears over managing risks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119164500-870,20240119164500,tuko.co.ke,https://www.tuko.co.ke/business-economy/technology/535090-in-davos-ai-excitement-persists-fears-managing-risks/,"In Davos, AI excitement persists but fears over managing risks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119174500-328,20240119174500,techxplore.com,https://techxplore.com/news/2024-01-davos-ai-persists.html,"In Davos, AI excitement persists but fears over managing risks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119183000-1225,20240119183000,andhrawishesh.com,https://www.andhrawishesh.com/442-telugu-hot-buzz-gossip/72278-tata-tech-to-invest-rs-1500-cr-in-telangana.html,Tata Tech to invest Rs 1500 Cr in Telangana | Tata Tech in Telangana,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119184500-1901,20240119184500,omanobserver.om,https://www.omanobserver.om/article/1148444/opinion/international/ai-excitement-persists-but-fears-over-managing-risks,AI excitement persists but fears over managing risks,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119193000-1433,20240119193000,menafn.com,https://menafn.com/1107742905/In-Davos-AI-excitement-persists-but-fears-over-managing-risks,"In Davos, AI excitement persists but fears over managing risks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240119200000-T1308,20240119200000,bfm.ru,https://www.bfm.ru/news/542480,"Бумаги TCS Group сначала выросли, а затем упали после решения о переезде «Тинькофф» в РФ",BROAD_ONLY,NOT_RELEVANT,Foreign corporate/sports entity collision
20240119210000-178,20240119210000,archpaper.com,https://www.archpaper.com/2024/01/world-monuments-fund-15-million-climate-heritage-solutions/,World Monuments Fund awards $15 million for climate heritage solutions,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240120000000-T1298,20240120000000,rpp.pe,https://rpp.pe/futbol/futbol-mundial/lionel-messi-en-inter-miami-vs-el-salvador-en-vivo-donde-ver-tv-online-amistoso-via-tcs-go-y-canal-4-noticia-1528436,Lionel Messi en Inter Miami vs El Salvador EN VIVO: dónde ver TV ONLINE amistoso vía TCS GO y Canal 4,BROAD_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240120020000-T456,20240120020000,tarunbharat.com,https://www.tarunbharat.com/relief-in-the-final-session-in-the-stock-market/,Relief in the final session in the stock market,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240120034500-1063,20240120034500,trak.in,https://trak.in/stories/want-promotion-go-to-office-4-5-times-a-week-advice-from-a-corporate-leader-of-170-year-old-company/,Want Promotion? Go To Office 4-5 Times A Week (Advice From A Corporate Leader Of 170-Year Old Company) - Trak.in,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240120114500-340,20240120114500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-back-in-red-after-one-day-hiatus-falls-260-points-nifty-below-21600/articleshow/107011464.cms,"sensex today: Sensex back in red after one-day hiatus, falls 260 points; Nifty below 21,600",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240120130000-470,20240120130000,businesstoday.in,https://www.businesstoday.in/markets/market-commentary/story/sensex-nifty-give-up-gains-to-settle-lower-salasar-techno-jumps-20-tejas-networks-falls-6-414275-2024-01-20,"Sensex, Nifty give up gains to settle lower; Salasar Techno jumps 20%, Tejas Networks falls 6%",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240120191500-123,20240120191500,domain-b.com,https://www.domain-b.com/management/hrd/tata-technologies-to-invest-rs1-500-cr-in-skilling-centres-in-telangana,"Tata Technologies to invest Rs1,500 cr in skilling centres in Telangana",NARROW_ONLY,NOT_RELEVANT,Standalone other Tata Group company
20240120201500-T481,20240120201500,webdunia.com,https://hindi.webdunia.com/national-hindi-news/these-celebrities-got-invitation-for-ramlala-pran-pratishtha-ceremony-124012100002_1.html,Ayodhya Ram Mandir Invitation : इन सेलिब्रिटीज को मिला रामलला प्राण प्रतिष्ठा समारोह का आमंत्रण,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
